a,b
General Merchandise Stores,0.24073576810469952
"Salons, Drycleaning/Laundry, & Pet Care",0.16752828989692317
Supermarkets and Other Grocery Stores,0.15875727277526136
Limited-Service Restaurants Fast casual restaurants,0.08553436051191583
Food and Beverage Stores,0.07860242289001418
