a,b
General Merchandise Stores,0.1961388136351983
"Salons, Drycleaning/Laundry, & Pet Care",0.16857818236605424
Other Services,0.13160981487623052
Limited-Service Restaurants Fast casual restaurants,0.11413758687759658
Health and Personal Care Stores,0.10777515864800223
