a,b
Supermarkets and Other Grocery Stores,0.23037410672891576
"Salons, Drycleaning/Laundry, & Pet Care",0.22325644188773644
General Merchandise Stores,0.1895326903702925
Limited-Service Restaurants Fast casual restaurants,0.10669836351890408
Food and Beverage Stores,0.0596196174181498
