a,b
General Merchandise Stores,0.3384612695421039
Supermarkets and Other Grocery Stores,0.16345684424250181
Limited-Service Restaurants Fast casual restaurants,0.1338648267575305
Gasoline Stations,0.08581828388641273
Food and Beverage Stores,0.06359980090988337
