a,b
General Merchandise Stores,0.2570039043370853
Clothing and Clothing Accessories Stores,0.13828091101296403
"Salons, Drycleaning/Laundry, & Pet Care",0.1182119055682703
Food and Beverage Stores,0.08922179939110524
Limited-Service Restaurants Fast casual restaurants,0.0803538525859467
