a,b
General Merchandise Stores,0.22041458269047418
Food and Beverage Stores,0.15942787321471008
Gasoline Stations,0.09817790413615442
"Salons, Drycleaning/Laundry, & Pet Care",0.09005748147399117
Limited-Service Restaurants Fast-food restaurants,0.08375984400622515
