a,b
Furniture and Home Furnishings Stores,0.302446729399175
Food and Beverage Stores,0.12584500142264113
Limited-Service Restaurants Fast casual restaurants,0.0896510971777218
Supermarkets and Other Grocery Stores,0.08770540437160046
"Salons, Drycleaning/Laundry, & Pet Care",0.0863292315603157
