a,b
General Merchandise Stores,0.16904535875410961
Other Services,0.16075530126004056
"Salons, Drycleaning/Laundry, & Pet Care",0.11578311863536175
Food and Beverage Stores,0.09478167119507253
Furniture and Home Furnishings Stores,0.09424776478057882
