a,b
General Merchandise Stores,0.37931669129613876
"Salons, Drycleaning/Laundry, & Pet Care",0.13260704319749986
Limited-Service Restaurants Fast casual restaurants,0.07984302649207982
"Arts, Entertainment and Recreation",0.06586511485674831
Food and Beverage Stores,0.06508881556981089
