a,b
General Merchandise Stores,0.20017427493277629
Food and Beverage Stores,0.15882124280702262
"Arts, Entertainment and Recreation",0.1522033069785036
Supermarkets and Other Grocery Stores,0.117976229625929
Limited-Service Restaurants Fast casual restaurants,0.11622376569454138
