a,b
"Salons, Drycleaning/Laundry, & Pet Care",0.24345043006674896
Food and Beverage Stores,0.1302725785262778
Limited-Service Restaurants Fast casual restaurants,0.0984322484233557
Furniture and Home Furnishings Stores,0.09508870742998007
Supermarkets and Other Grocery Stores,0.08798943484487913
