a,b
Food and Beverage Stores,0.1608209719870783
Limited-Service Restaurants Fast casual restaurants,0.15231993832668594
General Merchandise Stores,0.12374638663968013
Building Material and Garden Equipment and Supplies Dealers,0.0977804366069811
"Salons, Drycleaning/Laundry, & Pet Care",0.08648889996133145
