a,b
General Merchandise Stores,0.3841474415099282
Limited-Service Restaurants Fast casual restaurants,0.12455144134941945
"Salons, Drycleaning/Laundry, & Pet Care",0.10574437680187805
"Arts, Entertainment and Recreation",0.08415116436200043
Food and Beverage Stores,0.07833250048262612
