a,b
Limited-Service Restaurants Fast casual restaurants,0.295714153758838
"Salons, Drycleaning/Laundry, & Pet Care",0.13724737086205538
General Merchandise Stores,0.10311443350044325
Other Services,0.09882160692312891
Unknown,0.07949714981639915
