a,b
Limited-Service Restaurants Fast casual restaurants,0.24768480098695234
General Merchandise Stores,0.1543812525469898
Other Amusement and Recreation Industries,0.13133431166049123
"Arts, Entertainment and Recreation",0.10206529379661256
Food and Beverage Stores,0.0660490441122038
