a,b
Building Material and Garden Equipment and Supplies Dealers,0.3132252104140225
General Merchandise Stores,0.10739069768034228
Limited-Service Restaurants Fast casual restaurants,0.0912979474878477
"Salons, Drycleaning/Laundry, & Pet Care",0.08965645482868558
Supermarkets and Other Grocery Stores,0.08859173058097256
