a,b
General Merchandise Stores,0.18765541706853847
Other Services,0.14344802913137433
Supermarkets and Other Grocery Stores,0.12935289675990713
Limited-Service Restaurants Fast casual restaurants,0.10706081159437422
Food and Beverage Stores,0.09360820647531616
