a,b
Furniture and Home Furnishings Stores,0.26504003163619394
Other Services,0.14993604647482422
"Salons, Drycleaning/Laundry, & Pet Care",0.10888464247302747
General Merchandise Stores,0.10474093692705137
Supermarkets and Other Grocery Stores,0.08302574600793204
