a,b
Other Services,0.14937047949874027
Clothing and Clothing Accessories Stores,0.14241276360393176
General Merchandise Stores,0.11836214706860171
"Salons, Drycleaning/Laundry, & Pet Care",0.10623943655958527
Food and Beverage Stores,0.08629448797352766
