a,b
Food and Beverage Stores,0.155861392619644
"Salons, Drycleaning/Laundry, & Pet Care",0.13251140063355013
Limited-Service Restaurants Fast casual restaurants,0.12653250299248162
Furniture and Home Furnishings Stores,0.10865466795667575
Supermarkets and Other Grocery Stores,0.10682400713742765
