a,b
General Merchandise Stores,0.1753785254027224
Other Services,0.1742295281613128
Limited-Service Restaurants Fast casual restaurants,0.10640601119620077
Furniture and Home Furnishings Stores,0.10214744682924118
Supermarkets and Other Grocery Stores,0.10087519242871477
