a,b
General Merchandise Stores,0.2115540522114557
"Salons, Drycleaning/Laundry, & Pet Care",0.14618473422026937
Supermarkets and Other Grocery Stores,0.14183839077613694
Limited-Service Restaurants Fast casual restaurants,0.1073980246437817
Food and Beverage Stores,0.07724513111572381
