a,b
Building Material and Garden Equipment and Supplies Dealers,0.2865854622943303
Real Estate and Rental and Leasing,0.2518519819415718
Limited-Service Restaurants Fast casual restaurants,0.09008424305533652
Supermarkets and Other Grocery Stores,0.055548581708745055
General Merchandise Stores,0.05381297769584412
