a,b
General Merchandise Stores,0.19035151629896807
Food and Beverage Stores,0.14912214735230164
"Arts, Entertainment and Recreation",0.1447345333400361
"Salons, Drycleaning/Laundry, & Pet Care",0.13330799565164508
Supermarkets and Other Grocery Stores,0.11218701406098487
