a,b
General Merchandise Stores,0.2459742757585992
Limited-Service Restaurants Fast casual restaurants,0.17050454577695082
Supermarkets and Other Grocery Stores,0.1107645069962931
Food and Beverage Stores,0.10289508398606025
Furniture and Home Furnishings Stores,0.10018759294584934
