a,b
"Salons, Drycleaning/Laundry, & Pet Care",0.15605578182670168
Limited-Service Restaurants Fast casual restaurants,0.14314407779469324
Other Services,0.13730686029728703
General Merchandise Stores,0.1306689251488487
Gasoline Stations,0.09533464367763256
