a,b
General Merchandise Stores,0.2994605001356453
Clothing and Clothing Accessories Stores,0.14648228354680184
"Salons, Drycleaning/Laundry, & Pet Care",0.11719959207090591
Food and Beverage Stores,0.09451350024544222
Limited-Service Restaurants Fast casual restaurants,0.08511959989523839
