a,b
Limited-Service Restaurants Fast casual restaurants,0.22013645433492438
"Salons, Drycleaning/Laundry, & Pet Care",0.18077680056560996
Health and Personal Care Stores,0.1429350773379911
General Merchandise Stores,0.133740122995818
Other Services,0.07572891664373614
