a,b
Supermarkets and Other Grocery Stores,0.20919182040963807
Food and Beverage Stores,0.14564830809804805
Limited-Service Restaurants Fast casual restaurants,0.1277732727965134
"Salons, Drycleaning/Laundry, & Pet Care",0.12385698129139286
General Merchandise Stores,0.12000294615340605
