a,b
"Salons, Drycleaning/Laundry, & Pet Care",0.2701566169578657
Food and Beverage Stores,0.22781077554780302
Limited-Service Restaurants Fast casual restaurants,0.08835589946756758
General Merchandise Stores,0.08065034511418101
"Arts, Entertainment and Recreation",0.07860135951255051
