a,b
Limited-Service Restaurants Fast casual restaurants,0.212652730452944
"Salons, Drycleaning/Laundry, & Pet Care",0.12669504589240987
General Merchandise Stores,0.12389688765104015
Other Services,0.11920510184731248
Health and Personal Care Stores,0.10306898993948962
