a,b
General Merchandise Stores,0.3442173286099762
Limited-Service Restaurants Fast casual restaurants,0.11937190203334225
"Salons, Drycleaning/Laundry, & Pet Care",0.10872698601938072
"Arts, Entertainment and Recreation",0.0806516925005398
Food and Beverage Stores,0.07507500091794292
