a,b
"Salons, Drycleaning/Laundry, & Pet Care",0.2146693536199837
Limited-Service Restaurants Fast casual restaurants,0.1713281223421468
General Merchandise Stores,0.1441262593172431
Health and Personal Care Stores,0.10995956292710252
Other Services,0.09749422363235492
