a,b
Building Material and Garden Equipment and Supplies Dealers,0.31833057144247706
"Salons, Drycleaning/Laundry, & Pet Care",0.13311007858387644
Supermarkets and Other Grocery Stores,0.09005178838761986
Health and Personal Care Stores,0.07373293902040609
Limited-Service Restaurants Fast casual restaurants,0.06802929774303457
