a,b
Clothing and Clothing Accessories Stores,0.2063420235533119
Food and Beverage Stores,0.12694140315006208
"Salons, Drycleaning/Laundry, & Pet Care",0.11345743370086846
Unknown,0.08998582593144565
Furniture and Home Furnishings Stores,0.08988497653474546
