a,b
Building Material and Garden Equipment and Supplies Dealers,0.31326296685544425
General Merchandise Stores,0.10743036261997523
Limited-Service Restaurants Fast casual restaurants,0.09133166854240772
"Salons, Drycleaning/Laundry, & Pet Care",0.08968956959509737
Supermarkets and Other Grocery Stores,0.08862445208964487
