a,b
"Salons, Drycleaning/Laundry, & Pet Care",0.20235074249482193
Clothing and Clothing Accessories Stores,0.19621729814053723
Food and Beverage Stores,0.1581844422262717
Other Services,0.11030758532818481
Limited-Service Restaurants Fast casual restaurants,0.10283535208840296
