a,b
General Merchandise Stores,0.20984613880250838
Clothing and Clothing Accessories Stores,0.17648701592269334
Food and Beverage Stores,0.15860954290093093
"Salons, Drycleaning/Laundry, & Pet Care",0.11958948338059898
Supermarkets and Other Grocery Stores,0.10205289726208404
