a,b
"Salons, Drycleaning/Laundry, & Pet Care",0.17664360802228946
Supermarkets and Other Grocery Stores,0.15145201493501165
"Arts, Entertainment and Recreation",0.1346304303766748
General Merchandise Stores,0.12512880790487965
Limited-Service Restaurants Fast casual restaurants,0.10273616933409005
