a,b
Electronics and Appliance Stores,0.28880692303518607
Clothing and Clothing Accessories Stores,0.16338376842761335
General Merchandise Stores,0.15751847274940364
"Salons, Drycleaning/Laundry, & Pet Care",0.06388119235651302
Supermarkets and Other Grocery Stores,0.05087928430133431
