a,b
Building Material and Garden Equipment and Supplies Dealers,0.1978068383179689
Real Estate and Rental and Leasing,0.15694348750754958
Other Services,0.10446303034005872
"Arts, Entertainment and Recreation",0.09729871912284528
Limited-Service Restaurants Fast-food restaurants,0.07776875180554872
