a,b
"Salons, Drycleaning/Laundry, & Pet Care",0.16967607297476037
Food and Beverage Stores,0.12890167981769435
General Merchandise Stores,0.11500578229282159
Limited-Service Restaurants Fast casual restaurants,0.10459565034726456
Other Services,0.09082470428853612
