a,b
Clothing and Clothing Accessories Stores,0.16499513830650905
General Merchandise Stores,0.13629015837903094
Food and Beverage Stores,0.12280455662884653
"Salons, Drycleaning/Laundry, & Pet Care",0.10099855197397939
Gasoline Stations,0.10070508089776442
