a,b
Furniture and Home Furnishings Stores,0.19723555011494495
Other Services,0.17002515248987074
Supermarkets and Other Grocery Stores,0.13204113998530628
General Merchandise Stores,0.1185196670441749
Limited-Service Restaurants Fast casual restaurants,0.08840540766963159
