a,b
"Salons, Drycleaning/Laundry, & Pet Care",0.16055490073803477
Clothing and Clothing Accessories Stores,0.1569591391700379
General Merchandise Stores,0.11590452312073202
Supermarkets and Other Grocery Stores,0.10551331368391512
Limited-Service Restaurants Fast casual restaurants,0.09847190051676474
