a,b
General Merchandise Stores,0.1772668513305796
"Salons, Drycleaning/Laundry, & Pet Care",0.15256873472248453
Limited-Service Restaurants Fast casual restaurants,0.13367628782825433
Supermarkets and Other Grocery Stores,0.12371096732013105
"Arts, Entertainment and Recreation",0.11392995707014433
