a,b
Limited-Service Restaurants Fast casual restaurants,0.22984694265983135
General Merchandise Stores,0.18225858274643497
"Salons, Drycleaning/Laundry, & Pet Care",0.11540629368457621
Supermarkets and Other Grocery Stores,0.08511516815144451
Other Services,0.08357522106988115
