a,b
General Merchandise Stores,0.3159002367817364
"Arts, Entertainment and Recreation",0.1521518253157245
Limited-Service Restaurants Fast casual restaurants,0.10013288567195301
"Salons, Drycleaning/Laundry, & Pet Care",0.0904902552989158
Other Services,0.08746845691162222
