a,b
Building Material and Garden Equipment and Supplies Dealers,0.2762228721616358
Real Estate and Rental and Leasing,0.2453157433550604
Limited-Service Restaurants Fast casual restaurants,0.1170398324678346
General Merchandise Stores,0.0849160689781479
Supermarkets and Other Grocery Stores,0.053542460306544096
