a,b
Limited-Service Restaurants Fast casual restaurants,0.2918374669863548
"Salons, Drycleaning/Laundry, & Pet Care",0.14133948894687107
General Merchandise Stores,0.09955498014555055
Other Services,0.0989461662354445
Unknown,0.07845497599676289
