a,b
General Merchandise Stores,0.33451993361190663
"Arts, Entertainment and Recreation",0.24667679143251783
"Salons, Drycleaning/Laundry, & Pet Care",0.10979628517932874
Supermarkets and Other Grocery Stores,0.08189188146864988
Limited-Service Restaurants Fast casual restaurants,0.07041407060873928
