a,b
General Merchandise Stores,0.30985268336887734
"Salons, Drycleaning/Laundry, & Pet Care",0.1846962102806862
Limited-Service Restaurants Fast casual restaurants,0.15911830215391362
"Arts, Entertainment and Recreation",0.0555473302140731
Food and Beverage Stores,0.04952402025618219
