a,b
General Merchandise Stores,0.3300201699704181
"Salons, Drycleaning/Laundry, & Pet Care",0.12869042729740057
Limited-Service Restaurants Fast casual restaurants,0.10123833919069154
Unknown,0.07785737154523902
Food and Beverage Stores,0.07536118791035565
