a,b
General Merchandise Stores,0.21687075224771427
Food and Beverage Stores,0.17417425526953872
Gasoline Stations,0.09659939766331974
"Salons, Drycleaning/Laundry, & Pet Care",0.08860953533290489
Limited-Service Restaurants Fast-food restaurants,0.08241315141698335
