a,b
"Salons, Drycleaning/Laundry, & Pet Care",0.2105883969168174
Limited-Service Restaurants Fast casual restaurants,0.20974298187803958
General Merchandise Stores,0.18005680677143568
Other Services,0.0871522874141778
Food and Beverage Stores,0.04174507827429925
