a,b
General Merchandise Stores,0.193896168747222
"Salons, Drycleaning/Laundry, & Pet Care",0.1340084861967883
Supermarkets and Other Grocery Stores,0.12608669489055702
Furniture and Home Furnishings Stores,0.12505824331109497
Limited-Service Restaurants Fast casual restaurants,0.10922146461880598
