a,b
Limited-Service Restaurants Fast casual restaurants,0.24181608053923365
"Salons, Drycleaning/Laundry, & Pet Care",0.16565406704190958
Other Services,0.11654236950658219
General Merchandise Stores,0.08554377178851291
Food and Beverage Stores,0.06339999576076052
