a,b
Real Estate and Rental and Leasing,0.25016657076488935
Other Services,0.2041003685209273
Food and Beverage Stores,0.10444208107426346
"Arts, Entertainment and Recreation",0.07862777959183352
Supermarkets and Other Grocery Stores,0.0676911689330558
