a,b
"Salons, Drycleaning/Laundry, & Pet Care",0.21835465487252248
Limited-Service Restaurants Fast casual restaurants,0.203241738973599
General Merchandise Stores,0.17645012220947154
Other Services,0.08730807580704202
Food and Beverage Stores,0.042980701351932625
