a,b
General Merchandise Stores,0.3139250638027934
"Salons, Drycleaning/Laundry, & Pet Care",0.1287768872010266
Unknown,0.08225373747897098
Limited-Service Restaurants Fast casual restaurants,0.07242388993157563
"Arts, Entertainment and Recreation",0.059744827297959664
