a,b
Real Estate and Rental and Leasing,0.2510805189005314
Other Services,0.2116008348366149
Food and Beverage Stores,0.10559011423683856
Supermarkets and Other Grocery Stores,0.06754847334197629
"Salons, Drycleaning/Laundry, & Pet Care",0.06215642133286895
