a,b
Limited-Service Restaurants Fast casual restaurants,0.17519564853393743
"Salons, Drycleaning/Laundry, & Pet Care",0.15330293671990383
Food and Beverage Stores,0.15066221047014297
General Merchandise Stores,0.12306752993357574
Other Services,0.11377008147013092
