a,b
Limited-Service Restaurants Fast casual restaurants,0.18575577568895538
"Salons, Drycleaning/Laundry, & Pet Care",0.167755799291475
Other Services,0.14537792238175395
Food and Beverage Stores,0.12939309072977231
General Merchandise Stores,0.07526974711302584
