a,b
Building Material and Garden Equipment and Supplies Dealers,0.22151048572314017
"Arts, Entertainment and Recreation",0.1744154560706216
General Merchandise Stores,0.1073895340108678
Supermarkets and Other Grocery Stores,0.10563296741612306
Other Services,0.09960541744291035
